,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
19310957,19310957,2021-08-15 18:18:26.468647+00:00,x,y,2021-08-24 13:00:00+00:00,2021-08-24 15:00:00+00:00,alpha,True,15.0,1,a-9,19310957,9045.0
848287,848287,2021-01-25 07:14:06.786976+00:00,x,y,2021-01-29 16:00:00+00:00,2021-01-29 18:10:00+00:00,alpha,True,0.0,0,a-7,848287,8739.0
17382404,17382404,2021-08-06 13:38:15.419937+00:00,x,y,2021-08-11 10:00:00+00:00,2021-08-11 12:00:00+00:00,gamma,True,20.0,1,c-2,17382404,6870.0
18589741,18589741,2021-08-12 03:59:09.075001+00:00,x,y,2021-08-24 10:35:00+00:00,2021-08-24 12:35:00+00:00,omega,True,20.0,1,d-3,18589741,9000.0
9693087,9693087,2021-06-13 12:34:14.964970+00:00,x,y,2021-06-26 16:00:00+00:00,2021-06-26 18:00:00+00:00,alpha,True,35.0,1,a-23,9693087,7150.0
7618529,7618529,2021-05-24 05:00:01.581179+00:00,x,y,2021-05-26 16:00:00+00:00,2021-05-26 18:00:00+00:00,alpha,True,35.0,1,a-7,7618529,8027.0
11017883,11017883,2021-06-24 05:33:36.565120+00:00,x,y,2021-07-12 16:00:00+00:00,2021-07-12 18:00:00+00:00,alpha,True,35.0,1,a-23,11017883,11072.0
16881283,16881283,2021-08-02 13:37:22.868939+00:00,x,y,2021-08-09 04:00:00+00:00,2021-08-09 06:00:00+00:00,alpha,True,15.0,1,a-1,16881283,9045.0
15327507,15327507,2021-07-21 16:24:54.011357+00:00,x,y,2021-07-24 10:00:00+00:00,2021-07-24 12:00:00+00:00,alpha,True,15.0,1,a-7,15327507,11245.0
18064362,18064362,2021-08-09 21:06:24.941975+00:00,x,y,2021-08-22 04:40:00+00:00,2021-08-22 06:40:00+00:00,omega,True,20.0,1,d-1,18064362,11100.0
20380402,20380402,2021-08-21 20:18:26.850358+00:00,x,y,2021-09-04 13:00:00+00:00,2021-09-04 15:00:00+00:00,alpha,True,15.0,1,a-9,20380402,9045.0
20249246,20249246,2021-08-21 00:07:12.890475+00:00,x,y,2021-09-05 07:00:00+00:00,2021-09-05 09:00:00+00:00,alpha,True,15.0,1,a-5,20249246,9045.0
5553279,5553279,2021-04-26 01:05:56.037806+00:00,x,y,2021-05-18 14:00:00+00:00,2021-05-18 15:55:00+00:00,beta,True,20.0,0,b-9,5553279,6765.0
5910868,5910868,2021-05-01 01:39:07.768583+00:00,x,y,2021-07-23 17:00:00+00:00,2021-07-23 18:59:00+00:00,gamma,True,20.0,2,c-6,5910868,10655.0
13611201,13611201,2021-07-09 08:11:32.460360+00:00,x,y,2021-07-12 07:05:00+00:00,2021-07-12 09:00:00+00:00,alpha,True,35.0,1,a-5,13611201,22445.0
13511430,13511430,2021-07-08 15:13:02.392902+00:00,x,y,2021-07-08 17:00:00+00:00,2021-07-08 18:59:00+00:00,gamma,True,20.0,1,c-6,13511430,15075.0
5165933,5165933,2021-04-21 20:02:51.377410+00:00,x,y,2021-04-23 17:00:00+00:00,2021-04-23 18:59:00+00:00,gamma,True,20.0,2,c-6,5165933,8390.0
7055571,7055571,2021-05-17 18:04:58.830158+00:00,x,y,2021-05-22 14:00:00+00:00,2021-05-22 15:55:00+00:00,beta,True,20.0,0,b-9,7055571,6734.0
19416356,19416356,2021-08-16 10:46:51.095330+00:00,x,y,2021-08-21 13:00:00+00:00,2021-08-21 15:00:00+00:00,alpha,True,15.0,1,a-9,19416356,18945.0
21409550,21409550,2021-08-29 02:17:03.761882+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,alpha,True,20.0,1,a-7,21409550,14645.0
21209930,21209930,2021-08-27 12:30:06.883363+00:00,x,y,2021-09-30 05:30:00+00:00,2021-09-30 07:30:00+00:00,gamma,True,20.0,2,c-2,21209930,7870.0
8999719,8999719,2021-06-07 13:21:44.456913+00:00,x,y,2021-07-01 11:00:00+00:00,2021-07-01 12:55:00+00:00,beta,True,20.0,0,b-69,8999719,10057.0
9493615,9493615,2021-06-12 07:01:21.117901+00:00,x,y,2021-06-26 07:00:00+00:00,2021-06-26 09:00:00+00:00,alpha,True,35.0,1,a-5,9493615,7124.0
5717725,5717725,2021-04-28 06:50:25.020009+00:00,x,y,2021-05-07 05:00:00+00:00,2021-05-07 06:55:00+00:00,beta,True,40.0,0,b-1,5717725,8726.0
518872,518872,2021-01-15 16:16:53.368310+00:00,x,y,2021-01-24 11:00:00+00:00,2021-01-24 13:00:00+00:00,gamma,True,32.0,2,c-4,518872,11410.0
275337,275337,2021-01-08 11:50:15.957374+00:00,x,y,2021-01-09 14:00:00+00:00,2021-01-09 15:55:00+00:00,beta,False,40.0,0,b-9,275337,11752.0
7745470,7745470,2021-05-25 16:38:04.815650+00:00,x,y,2021-06-03 13:00:00+00:00,2021-06-03 15:00:00+00:00,alpha,True,15.0,1,a-5,7745470,7124.0
18396214,18396214,2021-08-11 07:08:07.465161+00:00,x,y,2021-08-16 13:00:00+00:00,2021-08-16 15:00:00+00:00,alpha,True,20.0,1,a-9,18396214,10545.0
2208392,2208392,2021-02-26 19:46:50.141584+00:00,x,y,2021-05-15 16:00:00+00:00,2021-05-15 17:55:00+00:00,beta,True,20.0,0,b-19,2208392,11452.0
9002242,9002242,2021-06-07 13:56:47.206590+00:00,x,y,2021-06-08 13:00:00+00:00,2021-06-08 15:00:00+00:00,alpha,True,35.0,1,a-9,9002242,17792.0
13553317,13553317,2021-07-08 19:56:55.018607+00:00,x,y,2021-07-30 16:00:00+00:00,2021-07-30 18:00:00+00:00,alpha,True,35.0,1,a-23,13553317,10545.0
8392083,8392083,2021-06-01 15:31:56.156984+00:00,x,y,2021-06-15 11:00:00+00:00,2021-06-15 13:00:00+00:00,gamma,True,20.0,1,c-4,8392083,10900.0
19590498,19590498,2021-08-17 09:29:56.002158+00:00,x,y,2021-08-28 10:35:00+00:00,2021-08-28 12:35:00+00:00,omega,True,20.0,1,d-3,19590498,7950.0
12187695,12187695,2021-07-01 14:54:13.699576+00:00,x,y,2021-07-13 09:45:00+00:00,2021-07-13 11:45:00+00:00,gamma,True,20.0,1,c-2,12187695,10035.0
448970,448970,2021-01-13 15:29:41.647391+00:00,x,y,2021-01-21 13:00:00+00:00,2021-01-21 15:00:00+00:00,alpha,True,20.0,1,a-5,448970,10227.0
8640319,8640319,2021-06-03 20:00:32.725134+00:00,x,y,2021-06-22 11:00:00+00:00,2021-06-22 12:55:00+00:00,beta,True,20.0,0,b-69,8640319,10067.0
9932616,9932616,2021-06-15 05:33:24.402521+00:00,x,y,2021-07-23 09:00:00+00:00,2021-07-23 10:55:00+00:00,beta,True,20.0,0,b-67,9932616,6375.0
17543667,17543667,2021-08-07 12:10:56.537390+00:00,x,y,2021-08-21 16:00:00+00:00,2021-08-21 18:00:00+00:00,alpha,True,20.0,1,a-23,17543667,14645.0
15709943,15709943,2021-07-24 12:21:33.356568+00:00,x,y,2021-08-05 14:00:00+00:00,2021-08-05 16:00:00+00:00,gamma,True,20.0,1,c-4,15709943,9000.0
884025,884025,2021-01-26 05:08:24.376736+00:00,x,y,2021-01-31 14:00:00+00:00,2021-01-31 15:55:00+00:00,beta,True,20.0,0,b-9,884025,8697.0
12421312,12421312,2021-07-02 20:01:37.589065+00:00,x,y,2021-07-14 13:00:00+00:00,2021-07-14 15:00:00+00:00,alpha,True,15.0,1,a-9,12421312,9045.0
9432871,9432871,2021-06-11 17:29:24.554987+00:00,x,y,2021-06-17 10:00:00+00:00,2021-06-17 12:00:00+00:00,alpha,True,35.0,1,a-7,9432871,9707.0
3955185,3955185,2021-03-28 07:14:57.761190+00:00,x,y,2021-04-10 17:00:00+00:00,2021-04-10 18:59:00+00:00,gamma,True,20.0,1,c-6,3955185,9800.0
19001954,19001954,2021-08-14 05:22:36.970121+00:00,x,y,2021-08-25 13:00:00+00:00,2021-08-25 15:00:00+00:00,alpha,True,15.0,1,a-9,19001954,8300.0
16639730,16639730,2021-07-31 11:24:15.367941+00:00,x,y,2021-08-03 13:00:00+00:00,2021-08-03 15:00:00+00:00,alpha,True,15.0,1,a-9,16639730,9045.0
275935,275935,2021-01-08 12:09:02.400765+00:00,x,y,2021-01-09 11:00:00+00:00,2021-01-09 12:55:00+00:00,beta,False,40.0,0,b-69,275935,15476.0
896396,896396,2021-01-26 12:19:15.750226+00:00,x,y,2021-02-04 11:00:00+00:00,2021-02-04 13:00:00+00:00,gamma,True,32.0,1,c-4,896396,9150.0
12934554,12934554,2021-07-05 12:39:37.003436+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,2,c-6,12934554,21365.0
17999305,17999305,2021-08-09 16:38:04.246295+00:00,x,y,2021-10-06 04:40:00+00:00,2021-10-06 06:40:00+00:00,omega,True,20.0,1,d-1,17999305,6870.0
13126704,13126704,2021-07-06 12:22:04.792595+00:00,x,y,2021-07-15 13:00:00+00:00,2021-07-15 15:00:00+00:00,alpha,True,35.0,1,a-9,13126704,12645.0
7989525,7989525,2021-05-29 02:08:04.197156+00:00,x,y,2021-06-13 10:00:00+00:00,2021-06-13 12:00:00+00:00,alpha,True,15.0,1,a-9,7989525,7124.0
15903789,15903789,2021-07-25 18:49:39.571707+00:00,x,y,2021-08-09 13:00:00+00:00,2021-08-09 15:00:00+00:00,alpha,True,35.0,1,a-9,15903789,10545.0
4314391,4314391,2021-04-06 09:25:43.119439+00:00,x,y,2021-04-29 17:00:00+00:00,2021-04-29 18:59:00+00:00,gamma,True,20.0,1,c-6,4314391,8395.0
13257044,13257044,2021-07-07 06:41:38.937648+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,True,15.0,1,a-23,13257044,11245.0
3669646,3669646,2021-03-22 09:05:08.586201+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 06:55:00+00:00,beta,True,40.0,0,b-1,3669646,9779.0
19571435,19571435,2021-08-17 07:33:39.005487+00:00,x,y,2021-08-23 10:35:00+00:00,2021-08-23 12:35:00+00:00,omega,True,20.0,1,d-3,19571435,16500.0
834016,834016,2021-01-24 18:05:20.374474+00:00,x,y,2021-02-12 16:00:00+00:00,2021-02-12 18:10:00+00:00,alpha,True,0.0,0,a-7,834016,8739.0
9800680,9800680,2021-06-14 07:28:14.066199+00:00,x,y,2021-08-13 14:00:00+00:00,2021-08-13 15:55:00+00:00,beta,True,20.0,0,b-9,9800680,6522.0
5186114,5186114,2021-04-22 01:08:30.167190+00:00,x,y,2021-05-28 05:00:00+00:00,2021-05-28 07:00:00+00:00,gamma,True,20.0,1,c-2,5186114,8145.0
11984746,11984746,2021-06-30 12:39:59.062257+00:00,x,y,2021-07-19 17:00:00+00:00,2021-07-19 18:59:00+00:00,gamma,True,20.0,1,c-6,11984746,10035.0
16866550,16866550,2021-08-02 11:17:26.680180+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,15.0,1,a-7,16866550,7524.0
3714470,3714470,2021-03-23 09:21:43.793995+00:00,x,y,2021-04-04 11:00:00+00:00,2021-04-04 12:55:00+00:00,beta,True,20.0,0,b-69,3714470,8978.0
4660549,4660549,2021-04-16 17:58:10.716938+00:00,x,y,2021-05-01 05:00:00+00:00,2021-05-01 07:00:00+00:00,gamma,True,20.0,1,c-2,4660549,7640.0
16411614,16411614,2021-07-29 13:01:41.749927+00:00,x,y,2021-08-03 04:00:00+00:00,2021-08-03 06:00:00+00:00,alpha,True,15.0,1,a-1,16411614,9045.0
17640659,17640659,2021-08-07 22:14:33.503194+00:00,x,y,2021-08-23 16:00:00+00:00,2021-08-23 18:00:00+00:00,alpha,True,15.0,1,a-23,17640659,8300.0
10394804,10394804,2021-06-19 01:58:54.645817+00:00,x,y,2021-06-22 07:00:00+00:00,2021-06-22 09:00:00+00:00,alpha,True,35.0,1,a-5,10394804,7124.0
12980037,12980037,2021-07-05 17:06:51.666596+00:00,x,y,2021-07-18 16:00:00+00:00,2021-07-18 18:00:00+00:00,alpha,True,35.0,1,a-23,12980037,12645.0
4077812,4077812,2021-03-31 02:44:20.560527+00:00,x,y,2021-05-31 15:30:00+00:00,2021-05-31 17:30:00+00:00,alpha,True,35.0,1,a-7,4077812,10799.0
9908162,9908162,2021-06-14 20:11:02.596244+00:00,x,y,2021-07-18 05:00:00+00:00,2021-07-18 06:55:00+00:00,beta,True,20.0,0,b-1,9908162,6375.0
20616749,20616749,2021-08-23 12:28:57.809808+00:00,x,y,2021-09-05 07:00:00+00:00,2021-09-05 09:00:00+00:00,alpha,True,15.0,1,a-5,20616749,7524.0
19218489,19218489,2021-08-15 09:30:58.074968+00:00,x,y,2021-09-01 10:00:00+00:00,2021-09-01 12:00:00+00:00,alpha,True,20.0,1,a-7,19218489,7524.0
17071715,17071715,2021-08-04 08:55:52.035425+00:00,x,y,2021-08-04 14:00:00+00:00,2021-08-04 15:55:00+00:00,beta,True,40.0,0,b-9,17071715,13270.0
20358396,20358396,2021-08-21 17:38:38.770150+00:00,x,y,2021-10-23 14:00:00+00:00,2021-10-23 16:00:00+00:00,gamma,True,20.0,2,c-4,20358396,7870.0
17546508,17546508,2021-08-07 12:27:14.363304+00:00,x,y,2021-08-23 14:00:00+00:00,2021-08-23 16:00:00+00:00,gamma,True,20.0,1,c-4,17546508,8525.0
14305920,14305920,2021-07-13 18:06:49.455589+00:00,x,y,2021-07-31 13:00:00+00:00,2021-07-31 15:00:00+00:00,alpha,True,15.0,1,a-9,14305920,12945.0
18169137,18169137,2021-08-10 10:42:47.510069+00:00,x,y,2021-08-11 10:00:00+00:00,2021-08-11 12:00:00+00:00,alpha,True,15.0,1,a-7,18169137,6810.0
9374174,9374174,2021-06-11 06:40:56.390670+00:00,x,y,2021-07-09 10:00:00+00:00,2021-07-09 12:00:00+00:00,alpha,True,35.0,1,a-7,9374174,9707.0
2264144,2264144,2021-02-27 15:04:16.974773+00:00,x,y,2021-03-14 16:00:00+00:00,2021-03-14 18:10:00+00:00,alpha,True,35.0,1,a-7,2264144,8027.0
12849532,12849532,2021-07-05 05:00:56.007147+00:00,x,y,2021-08-14 14:00:00+00:00,2021-08-14 16:00:00+00:00,gamma,True,20.0,1,c-4,12849532,10285.0
3835827,3835827,2021-03-25 18:22:58.259403+00:00,x,y,2021-04-19 17:00:00+00:00,2021-04-19 18:59:00+00:00,gamma,True,20.0,1,c-6,3835827,9800.0
9307596,9307596,2021-06-10 12:56:46.011233+00:00,x,y,2021-07-06 13:00:00+00:00,2021-07-06 15:00:00+00:00,alpha,True,35.0,1,a-9,9307596,9707.0
3961253,3961253,2021-03-28 09:39:03.268769+00:00,x,y,2021-03-29 05:00:00+00:00,2021-03-29 07:00:00+00:00,gamma,True,20.0,2,c-2,3961253,10800.0
19146463,19146463,2021-08-14 20:42:53.578476+00:00,x,y,2021-09-05 11:00:00+00:00,2021-09-05 12:55:00+00:00,beta,True,20.0,0,b-69,19146463,7400.0
20135948,20135948,2021-08-20 09:36:30.014364+00:00,x,y,2021-09-01 04:00:00+00:00,2021-09-01 06:00:00+00:00,alpha,True,20.0,1,a-1,20135948,7524.0
21404340,21404340,2021-08-28 22:51:20.386457+00:00,x,y,2021-08-31 04:00:00+00:00,2021-08-31 06:00:00+00:00,alpha,True,20.0,1,a-1,21404340,10545.0
10987814,10987814,2021-06-23 19:23:50.807254+00:00,x,y,2021-06-26 09:45:00+00:00,2021-06-26 11:45:00+00:00,gamma,True,20.0,1,c-2,10987814,9530.0
4982346,4982346,2021-04-20 10:41:27.214880+00:00,x,y,2021-05-20 17:00:00+00:00,2021-05-20 18:59:00+00:00,gamma,True,20.0,1,c-6,4982346,8145.0
11306062,11306062,2021-06-26 06:20:48.322323+00:00,x,y,2021-08-13 14:00:00+00:00,2021-08-13 16:00:00+00:00,gamma,True,20.0,1,c-4,11306062,7765.0
17403538,17403538,2021-08-06 15:49:57.266763+00:00,x,y,2021-09-10 14:00:00+00:00,2021-09-10 16:00:00+00:00,gamma,True,20.0,2,c-4,17403538,13560.0
16194621,16194621,2021-07-27 17:46:38.071880+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,True,20.0,1,c-6,16194621,16090.0
7304877,7304877,2021-05-20 15:07:11.009650+00:00,x,y,2021-06-06 14:00:00+00:00,2021-06-06 15:55:00+00:00,beta,True,20.0,0,b-9,7304877,6744.0
7845284,7845284,2021-05-27 05:29:29.347338+00:00,x,y,2021-05-28 13:00:00+00:00,2021-05-28 15:00:00+00:00,alpha,True,15.0,1,a-5,7845284,7124.0
435982,435982,2021-01-13 08:25:35.245848+00:00,x,y,2021-02-07 16:00:00+00:00,2021-02-07 18:10:00+00:00,alpha,True,0.0,0,a-7,435982,8739.0
1755305,1755305,2021-02-16 08:17:17.240209+00:00,x,y,2021-03-20 05:15:00+00:00,2021-03-20 07:25:00+00:00,alpha,True,15.0,1,a-1,1755305,12495.0
7687040,7687040,2021-05-24 20:46:41.202464+00:00,x,y,2021-06-03 10:00:00+00:00,2021-06-03 12:00:00+00:00,alpha,True,15.0,1,a-9,7687040,7124.0
3952513,3952513,2021-03-28 05:58:56.073721+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,True,15.0,1,a-7,3952513,9798.0
10270147,10270147,2021-06-17 21:58:09.722738+00:00,x,y,2021-07-17 13:00:00+00:00,2021-07-17 15:00:00+00:00,alpha,True,35.0,1,a-9,10270147,11072.0
13664086,13664086,2021-07-09 14:41:37.158945+00:00,x,y,2021-07-22 13:00:00+00:00,2021-07-22 15:00:00+00:00,alpha,True,15.0,1,a-9,13664086,9045.0
405873,405873,2021-01-12 10:10:13.285722+00:00,x,y,2021-01-23 13:00:00+00:00,2021-01-23 15:00:00+00:00,alpha,True,0.0,0,a-5,405873,8739.0
15526140,15526140,2021-07-23 06:22:26.575152+00:00,x,y,2021-08-04 10:00:00+00:00,2021-08-04 12:00:00+00:00,alpha,True,15.0,1,a-7,15526140,9045.0
13861947,13861947,2021-07-10 20:02:46.186912+00:00,x,y,2021-08-12 05:00:00+00:00,2021-08-12 06:55:00+00:00,beta,True,40.0,0,b-1,13861947,8200.0
16267826,16267826,2021-07-28 09:39:17.436084+00:00,x,y,2021-08-05 17:00:00+00:00,2021-08-05 18:59:00+00:00,gamma,True,20.0,1,c-6,16267826,8525.0
21040621,21040621,2021-08-26 08:49:29.104932+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,gamma,True,20.0,1,c-2,21040621,12560.0
1606735,1606735,2021-02-13 05:59:32.453722+00:00,x,y,2021-03-17 05:15:00+00:00,2021-03-17 07:25:00+00:00,alpha,True,15.0,1,a-1,1606735,12495.0
257724,257724,2021-01-07 20:34:47.978499+00:00,x,y,2021-03-08 11:00:00+00:00,2021-03-08 13:00:00+00:00,gamma,True,0.0,0,c-4,257724,8155.0
17950129,17950129,2021-08-09 12:46:04.313450+00:00,x,y,2021-09-04 10:35:00+00:00,2021-09-04 12:35:00+00:00,omega,True,20.0,1,d-3,17950129,7950.0
7462587,7462587,2021-05-22 09:15:42.819910+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 07:00:00+00:00,gamma,True,20.0,2,c-2,7462587,9025.0
6458505,6458505,2021-05-09 05:24:10.163279+00:00,x,y,2021-05-13 16:00:00+00:00,2021-05-13 18:00:00+00:00,alpha,True,35.0,1,a-7,6458505,5996.0
13193889,13193889,2021-07-06 18:36:53.464544+00:00,x,y,2021-08-23 14:00:00+00:00,2021-08-23 15:55:00+00:00,beta,True,40.0,0,b-9,13193889,8130.0
11581422,11581422,2021-06-28 05:51:33.125321+00:00,x,y,2021-07-05 13:00:00+00:00,2021-07-05 15:00:00+00:00,alpha,True,35.0,1,a-9,11581422,11072.0
6695263,6695263,2021-05-12 17:38:54.651697+00:00,x,y,2021-05-22 17:00:00+00:00,2021-05-22 18:59:00+00:00,gamma,True,20.0,2,c-6,6695263,8390.0
10951949,10951949,2021-06-23 14:18:24.417623+00:00,x,y,2021-07-12 09:45:00+00:00,2021-07-12 11:45:00+00:00,gamma,True,20.0,2,c-2,10951949,8500.0
18802168,18802168,2021-08-13 05:30:35.575202+00:00,x,y,2021-08-13 11:30:00+00:00,2021-08-13 13:30:00+00:00,alpha,True,20.0,1,a-7,18802168,14645.0
12329082,12329082,2021-07-02 11:22:41.258076+00:00,x,y,2021-07-12 10:00:00+00:00,2021-07-12 12:00:00+00:00,alpha,True,35.0,1,a-7,12329082,12645.0
5333765,5333765,2021-04-23 10:58:06.119208+00:00,x,y,2021-05-27 05:00:00+00:00,2021-05-27 06:55:00+00:00,beta,True,20.0,0,b-1,5333765,6755.0
20442415,20442415,2021-08-22 10:00:20.364192+00:00,x,y,2021-09-08 04:40:00+00:00,2021-09-08 06:40:00+00:00,omega,True,20.0,1,d-1,20442415,6870.0
5746164,5746164,2021-04-28 16:17:08.807275+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 06:55:00+00:00,beta,True,20.0,0,b-1,5746164,6786.0
5611999,5611999,2021-04-26 18:05:17.434599+00:00,x,y,2021-05-04 13:30:00+00:00,2021-05-04 15:30:00+00:00,alpha,True,35.0,1,a-5,5611999,10442.0
322302,322302,2021-01-09 17:58:01.003838+00:00,x,y,2021-01-10 05:15:00+00:00,2021-01-10 07:25:00+00:00,alpha,True,0.0,0,a-1,322302,10227.0
17078832,17078832,2021-08-04 09:56:54.003858+00:00,x,y,2021-08-20 10:35:00+00:00,2021-08-20 12:35:00+00:00,omega,True,20.0,1,d-3,17078832,7950.0
15415147,15415147,2021-07-22 11:11:54.251478+00:00,x,y,2021-08-11 14:00:00+00:00,2021-08-11 16:00:00+00:00,gamma,True,20.0,1,c-4,15415147,9280.0
7069261,7069261,2021-05-17 21:44:07.106861+00:00,x,y,2021-05-24 05:00:00+00:00,2021-05-24 07:00:00+00:00,gamma,True,20.0,2,c-2,7069261,8390.0
21176084,21176084,2021-08-27 07:54:08.942542+00:00,x,y,2021-09-15 11:00:00+00:00,2021-09-15 13:00:00+00:00,gamma,True,20.0,1,c-4,21176084,6870.0
18079989,18079989,2021-08-09 23:40:20.064328+00:00,x,y,2021-08-17 04:00:00+00:00,2021-08-17 06:00:00+00:00,alpha,True,15.0,1,a-1,18079989,6524.0
5112112,5112112,2021-04-21 09:28:09.198848+00:00,x,y,2021-04-25 11:00:00+00:00,2021-04-25 13:00:00+00:00,gamma,True,20.0,1,c-4,5112112,7390.0
12417203,12417203,2021-07-02 19:33:53.555167+00:00,x,y,2021-07-03 14:00:00+00:00,2021-07-03 15:55:00+00:00,beta,True,40.0,0,b-9,12417203,17480.0
926889,926889,2021-01-27 08:51:46.620658+00:00,x,y,2021-02-01 11:00:00+00:00,2021-02-01 12:55:00+00:00,beta,True,35.0,0,b-69,926889,9564.0
2048339,2048339,2021-02-23 06:45:06.734565+00:00,x,y,2021-03-27 11:00:00+00:00,2021-03-27 13:00:00+00:00,gamma,True,20.0,1,c-4,2048339,12500.0
7310087,7310087,2021-05-20 16:01:24.341526+00:00,x,y,2021-05-22 11:00:00+00:00,2021-05-22 13:00:00+00:00,gamma,True,20.0,1,c-4,7310087,8025.0
19817370,19817370,2021-08-18 13:43:40.173317+00:00,x,y,2021-08-25 04:00:00+00:00,2021-08-25 06:00:00+00:00,alpha,True,20.0,1,a-1,19817370,10545.0
13458246,13458246,2021-07-08 09:11:30.218679+00:00,x,y,2021-07-22 07:00:00+00:00,2021-07-22 09:00:00+00:00,alpha,True,15.0,1,a-5,13458246,9045.0
14781615,14781615,2021-07-17 05:09:45.103174+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20.0,2,c-6,14781615,12300.0
5304874,5304874,2021-04-23 05:07:20.451559+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,True,20.0,2,c-6,5304874,9145.0
20977066,20977066,2021-08-25 18:51:01.490551+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,gamma,True,20.0,1,c-2,20977066,12560.0
2382270,2382270,2021-03-01 08:55:11.165315+00:00,x,y,2021-03-11 11:00:00+00:00,2021-03-11 13:00:00+00:00,gamma,True,20.0,1,c-4,2382270,7390.0
13062467,13062467,2021-07-06 06:31:47.395387+00:00,x,y,2021-07-22 07:00:00+00:00,2021-07-22 09:00:00+00:00,alpha,True,35.0,1,a-5,13062467,10545.0
8599538,8599538,2021-06-03 13:14:14.977251+00:00,x,y,2021-07-04 05:00:00+00:00,2021-07-04 07:00:00+00:00,gamma,True,20.0,1,c-2,8599538,10900.0
13913041,13913041,2021-07-11 07:57:23.086652+00:00,x,y,2021-07-30 16:00:00+00:00,2021-07-30 18:00:00+00:00,alpha,True,35.0,1,a-23,13913041,12645.0
9255556,9255556,2021-06-10 00:25:26.436226+00:00,x,y,2021-06-12 17:00:00+00:00,2021-06-12 18:59:00+00:00,gamma,True,20.0,1,c-6,9255556,10900.0
6847666,6847666,2021-05-15 12:19:14.312156+00:00,x,y,2021-06-04 15:30:00+00:00,2021-06-04 17:30:00+00:00,alpha,True,35.0,1,a-7,6847666,6995.0
18705323,18705323,2021-08-12 15:40:49.646809+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,15.0,1,a-7,18705323,18945.0
5175211,5175211,2021-04-21 22:23:07.699373+00:00,x,y,2021-05-06 17:00:00+00:00,2021-05-06 18:59:00+00:00,gamma,True,20.0,1,c-6,5175211,7390.0
5743604,5743604,2021-04-28 15:31:56.244137+00:00,x,y,2021-05-21 15:30:00+00:00,2021-05-21 17:30:00+00:00,alpha,True,15.0,1,a-7,5743604,7796.0
8724186,8724186,2021-06-04 15:37:45.757005+00:00,x,y,2021-06-14 07:00:00+00:00,2021-06-14 09:00:00+00:00,alpha,True,15.0,1,a-5,8724186,9403.0
10209906,10209906,2021-06-17 11:30:53.474149+00:00,x,y,2021-06-26 07:00:00+00:00,2021-06-26 09:00:00+00:00,alpha,True,15.0,1,a-5,10209906,6531.0
16482474,16482474,2021-07-30 04:58:20.647621+00:00,x,y,2021-08-02 16:00:00+00:00,2021-08-02 18:00:00+00:00,alpha,True,35.0,1,a-23,16482474,10545.0
20588698,20588698,2021-08-23 09:08:37.989100+00:00,x,y,2021-09-26 04:00:00+00:00,2021-09-26 06:00:00+00:00,alpha,True,15.0,1,a-1,20588698,6524.0
8785668,8785668,2021-06-05 08:35:27.913415+00:00,x,y,2021-06-22 10:00:00+00:00,2021-06-22 12:00:00+00:00,alpha,True,15.0,1,a-7,8785668,9403.0
9502756,9502756,2021-06-12 07:58:18.118967+00:00,x,y,2021-06-20 09:45:00+00:00,2021-06-20 11:45:00+00:00,gamma,True,20.0,1,c-2,9502756,6900.0
21261234,21261234,2021-08-27 19:26:02.374352+00:00,x,y,2021-09-26 17:00:00+00:00,2021-09-26 18:59:00+00:00,gamma,True,20.0,2,c-6,21261234,7870.0
15750672,15750672,2021-07-24 18:06:44.728644+00:00,x,y,2021-08-02 04:00:00+00:00,2021-08-02 06:00:00+00:00,alpha,True,35.0,1,a-1,15750672,14645.0
16205678,16205678,2021-07-27 19:18:50.425125+00:00,x,y,2021-08-11 10:00:00+00:00,2021-08-11 12:00:00+00:00,gamma,True,20.0,2,c-2,16205678,8765.0
19131696,19131696,2021-08-14 18:55:16.230963+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,gamma,True,20.0,2,c-2,19131696,8765.0
18460831,18460831,2021-08-11 12:27:27.483788+00:00,x,y,2021-08-12 10:00:00+00:00,2021-08-12 12:00:00+00:00,alpha,True,20.0,1,a-7,18460831,8381.0
